종목명,종목코드,짧은 요약
한세실업,105630,한세실업은 글로벌 의류 브랜드의 주문을 받아 옷을 생산해주는 OEM·ODM 전문 제조업체야. 미국 TEXOLLINI를 인수하고 베트남 등 7개국에 공장을 운영하고 있어. 최근엔 중미 지역에도 원단 생산 공장을 세우며 공급망을 확대 중이야. 글로벌 의류 시장에서 생산 경쟁력을 강화하고 있어.
한세엠케이,69640,"한세엠케이는 TBJ, ANDEW 같은 캐주얼 브랜드와 유아동복 브랜드도 운영하는 패션 회사야. 1995년에 설립되어 2022년에 한세드림을 합병하면서 유아동복 사업까지 확장했어. PGA TOUR, LPGA 등 스포츠 브랜드도 갖고 있어. 중국, 미국 등 해외시장에도 진출하고 있어."
한세예스24홀딩스,16450,"한세예스24홀딩스는 의류, 출판, 온라인서점 등 다양한 자회사를 가진 지주회사야. 자회사들의 브랜드 사용료, 배당금, 경영자문 수익으로 수익을 얻고 있어. 자회사들의 자율경영을 지원하며 성장과 기업가치 향상에 집중하고 있어. 주요 자회사로는 한세실업, 예스이십사, 동아출판 등이 있어."
한솔피엔에스,10420,"한솔피엔에스는 종이와 IT 관련 제품을 유통하고 서비스를 제공하는 회사야. 1975년에 설립되어 종이유통과 그룹 내 IT 아웃소싱 사업을 함께 하고 있어. 최근에는 화웨이, 엑스퓨전과 총판 계약을 맺으며 IT 하드웨어 유통 사업을 강화하고 있어. 앞으로는 소프트웨어 유통도 추진하며 사업 다각화를 꾀하고 있어."
한솔로지스틱스,9180,"한솔로지스틱스는 물류를 전문으로 하는 회사로 국내외 다양한 운송 서비스를 제공하고 있어. 디지털트럭운송, 컨테이너운송, 물류 컨설팅 등 종합물류 서비스를 해. 중국, 인도, 미국 등 여러 나라에서 현지 물류를 직접 운영 중이야. 체계적인 시스템으로 물류비 절감과 효율 향상에 집중하고 있어."
한솔제지,213500,"한솔제지는 다양한 용도의 종이를 만드는 회사로, 산업용지와 특수지에 강점이 있어. 제지 외에도 플랜트 건설과 엔지니어링까지 사업을 확장했어. 고부가가치 종이를 개발하며 수익성을 강화하고 있고, 신소재 분야 진출도 준비 중이야. 기술력을 바탕으로 제지 외 분야로 확장을 꾀하고 있어."
한솔케미칼,14680,"한솔케미칼은 반도체와 전자재료에 필요한 정밀화학 제품을 만드는 회사야. 과산화수소, 반도체 박막소재, 리튬이온전지 소재 등 다양한 고기능 제품을 생산해. 전자, 디스플레이, 2차전지 분야로 사업을 넓히고 있어. 신규 기술 개발로 IT소재 분야 진출 기반을 다지고 있어."
한솔테크닉스,4710,"한솔테크닉스는 전자부품, 자동차 부품, 태양광 모듈을 만드는 회사야. TV나 생활가전에 들어가는 부품, 무선충전 모듈 등 다양한 제품을 만들어. 국내외 생산기지를 운영하며 글로벌 공급체계를 갖췄어. 기존 사업을 바탕으로 신사업도 적극적으로 추진하고 있어."
한솔홀딩스,4150,"한솔홀딩스는 직접 사업을 하지 않고 자회사를 관리하는 지주회사야. 한솔제지, 한솔테크닉스, 한솔로지스틱스 같은 회사를 소유하고 있어. 브랜드 사용료, 배당금, 경영자문 수익이 주요 수익원이야. 자회사들의 전문성과 수익성을 높이는 게 주된 역할이야."
한솔홈데코,25750,"한솔홈데코는 인테리어 자재를 생산하고 유통하는 회사야. MDF, 바닥재 같은 자재를 만들고, 발전사업이나 조림사업도 함께 하고 있어. 유통망도 강화하고 있고, 신재생에너지 쪽으로도 사업을 넓히고 있어. 공간 관련 종합기업으로 도약하려는 목표가 있어."
한신공영,4960,"한신공영은 1950년에 설립된 종합건설회사로 건축, 토목, 플랜트까지 다양한 분야를 다뤄. 공공건축물부터 아파트까지 다양한 시공 실적이 있어. 기술력과 브랜드 인지도를 바탕으로 민간·재개발 시장에서도 경쟁력을 키우고 있어. 해외 진출도 적극적으로 하고 있어."
한신기계공업,11700,"한신기계공업은 공기압축기를 만드는 전문 회사로, 국내에서 전 기종을 생산할 수 있는 유일한 회사야. 1985년에는 오일이 없는 압축기도 직접 개발했어. 중국에도 생산법인을 두고 세계 시장을 노리고 있어. 품질 인증도 다수 보유하고 있어 신뢰도가 높아."
한양증권,1750,"한양증권은 주식, 채권, 펀드 등을 사고파는 금융투자회사야. 투자자문, 자산운용, 신탁업 등 다양한 서비스를 제공하고 있어. 안정적인 수익을 내기 위해 리스크 관리를 철저히 하고 있어. 개인과 기관 모두를 위한 맞춤형 금융 서비스를 제공하고 있어."
한온시스템,18880,"한온시스템은 자동차 안의 온도 조절 시스템을 만드는 회사로, 친환경 냉방 기술이 강점이야. 국내외 공장을 통해 글로벌 시장을 대상으로 제품을 공급해. 에너지 절약을 위한 부품 경량화 기술도 개발하고 있어. 전기차, 수소차용 냉방 시스템에도 집중하고 있어."
한올바이오파마,9420,"한올바이오파마는 다양한 전문의약품과 바이오의약품을 개발하는 제약회사야. 자가면역질환, 눈 질환, 파킨슨병 치료제 같은 신약을 개발 중이야. 합성의약품과 바이오의약품을 모두 다루며 연구에 집중하고 있어. 글로벌 신약으로 성장 가능성이 높은 회사야."
한익스프레스,14130,"한익스프레스는 화물 운송과 물류 서비스를 제공하는 회사로, 콜드체인 물류에 강점이 있어. 전국에 물류 인프라와 특화 창고를 갖추고 있어 다양한 물류 수요에 대응해. 특수화물 운송도 전문적으로 수행하며 고객 맞춤 서비스를 제공해. 2024년엔 풀필먼트 전문 자회사도 만들었어."
한일시멘트,300720,"한일시멘트는 시멘트, 레미탈, 레미콘을 생산하는 건자재 회사로, 전국에 유통망을 갖추고 있어. 친환경 시멘트 개발과 이산화탄소 감축에 힘쓰고 있어. 단양 등지에 대형 공장을 운영하며 효율적인 생산과 배송을 하고 있어. ESG 경영도 강화하고 있어."
한일철강,2220,"한일철강은 철강제품을 만드는 회사로, 판재와 강관류 등을 주로 생산해. 포항, 인천, 평택에 가공 설비를 갖추고 고객 맞춤 서비스를 제공해. 창고업, 물류, 건설 자재 임대 등 다양한 사업도 함께 하고 있어. 제품뿐 아니라 서비스 품질도 높이려 노력 중이야."
한일현대시멘트,6390,"한일현대시멘트는 연간 750만 톤의 시멘트를 생산할 수 있는 대형 제조업체야. 영월, 단양, 당진에 공장이 있고 전국 유통기지를 통해 시멘트를 공급해. 매출의 대부분은 건설용 시멘트에서 나오고 있어. 대형 토목이나 건축에 필수인 재료를 안정적으로 공급해."
한일홀딩스,3300,"한일홀딩스는 시멘트와 레미콘 관련 자회사를 관리하는 지주회사야. 직접 제품을 만들진 않지만, 종속회사를 통해 건자재, 테마파크, 건설 사업을 운영해. 전체 매출의 70% 이상이 시멘트 관련 사업에서 나와. 브랜드와 경영을 관리하며 그룹 가치를 높이고 있어."
한전KPS,51600,"한전KPS는 한국전력이 만든 전력설비 정비 전문회사로, 국내외 발전소 설비를 고치는 일을 해. 화력, 원자력, 송전설비 등 다양한 전력설비를 책임지고 있어. 해외 발전소 관리도 하면서 글로벌 사업을 키우고 있어. 원전 해체와 신재생에너지 사업도 준비하고 있어."
한전기술,52690,"한전기술은 원자력발전소 설계 전문 회사로, 국내 원전 설계 대부분을 담당해온 기술기업이야. 석탄·복합화력 발전소와 신재생에너지 사업도 함께하고 있어. 해양 부유식 원자로와 소형모듈원자로(SMR) 같은 미래형 원전 개발도 진행 중이야. 수소, 암모니아 등 친환경 에너지 기술에도 투자하고 있어."
한전산업,130660,"한전산업은 발전소를 직접 운전하고 정비하는 전문회사로, 1990년에 만들어졌어. 국내 발전소뿐 아니라 해외 14개국에서도 프로젝트를 성공적으로 수행했어. 전기요금 인터넷 청구, 태양광, ESS 등 다양한 에너지 관련 사업도 해. 미래형 에너지 회사로 탈바꿈하려고 하고 있어."
한진,2320,"한진은 택배, 육상·해상 운송, 물류센터 운영 등 종합물류사업을 하는 대형 회사야. 전국에 분류터미널과 수많은 배달 차량을 보유하고 있어. 2024년에 초대형 허브터미널을 열어 물류처리 능력을 크게 늘렸어. 전기차 충전과 태양광 에너지 사업도 함께하고 있어."
한진중공업홀딩스,3480,"한진중공업홀딩스는 예전에 조선업을 하던 회사를 지주회사로 바꿔서 여러 자회사를 관리하고 있어. 자회사로는 에너지, 레저, 발전 관련 기업들이 있고, 부동산 임대도 하고 있어. 회사 브랜드 사용료 수익도 주요 수익원이야. 안정적인 사업 포트폴리오를 유지하고 있어."
한진칼,180640,"한진칼은 대한항공에서 떨어져 나온 지주회사로, 대한항공과 한진 등을 주요 자회사로 두고 있어. 상표권 사용료와 배당수익으로 수익을 내고 있어. 호텔과 부동산 관련 회사도 자회사로 운영해. 자회사들의 자율경영과 효율적인 운영을 통해 기업 가치를 키우고 있어."
한창,5110,"한창은 소화기 같은 안전장비를 만드는 회사로, 철강 유통과 부동산 개발도 함께하고 있어. 친환경 소화약제를 개발해서 대기업들에 공급하고 있어. 신재생에너지 사업도 일부 진행 중이야. 소방 분야에서 기술력과 신뢰도를 인정받고 있어."
한창제지,9460,"한창제지는 포장용 종이를 만드는 회사로, 백판지, 마닐라지 등 다양한 지류 제품을 생산해. 담배 포장지나 어린이 책에 들어가는 종이도 만들어. 설비 투자를 통해 품질은 높이고 비용은 줄이려고 하고 있어. 기술력을 바탕으로 경쟁력을 높이고 있어."
한컴라이프케어,372910,"한컴라이프케어는 방독면, 방호복, 공기호흡기 같은 안전장비를 만드는 회사야. 소방관이나 군인이 사용하는 장비가 주력이고, 국방사업도 확장 중이야. 1971년에 설립되어 꾸준히 기술 개발을 해왔어. 최근엔 장갑차 후방카메라 같은 특수장비도 만들고 있어."
한화,880,"한화는 다양한 계열사를 거느린 큰 지주회사로, 방산, 기계, 무역, 화약 사업도 직접 해. 방산에선 정밀유도무기 등 고급 무기 시스템을 개발하고 있어. 기계사업은 산업용 설비 개발에 강점이 있어. 전체 계열사들의 성장을 관리하면서 핵심 사업을 키우고 있어."
한화갤러리아,452260,"한화갤러리아는 고급 백화점과 프리미엄 라이프스타일 매장을 운영하는 회사야. 명품관과 와인, 고급 식음료 유통도 주요 사업이야. 최근에는 햄버거 브랜드 ‘Five Guys’도 들여와 국내에 운영하고 있어. 라이프스타일 콘텐츠 확장을 통해 프리미엄 이미지를 강화하고 있어."
한화리츠,451800,
한화비전,489790,"한화비전은 CCTV나 산업기계를 만드는 보안 및 자동화 솔루션 전문회사야. 한화에어로스페이스에서 분리돼 2024년에 새로 만들어졌어. 보안카메라뿐 아니라 칩마운터, 반도체 장비도 생산해. AI 기술도 적용해 고급화된 시스템을 개발하고 있어."
한화생명,88350,"한화생명은 보험회사로, 생명보험을 주로 판매하고 다양한 금융계열사를 자회사로 두고 있어. 한화손해보험, 한화자산운용, 투자증권, 저축은행 등이 함께 금융 서비스를 제공해. 고객의 자산을 운용하고 관리하는 데 중점을 두고 있어. 국내 주요 생명보험사 중 하나야."
